Region,Council,Swim site,Date,Time,Water temperature (°C),Latitude,Longitude
Sydney City,Waverley Council,Bronte Beach,09/02/2017,07:52:00,22,-33.903087000,151.268790000
Sydney City,Waverley Council,Tamarama Beach,09/02/2017,07:45:00,23,-33.900805000,151.270734000
Sydney City,Randwick City Council,Gordons Bay (East),09/02/2017,08:12:00,23,-33.915646000,151.264558000
Sydney City,Randwick City Council,South Maroubra Beach,09/02/2017,09:18:00,24,-33.951378000,151.257322000
Sydney City,Waverley Council,Bondi Beach,04/02/2017,08:40:00,23,-33.891157000,151.278267000
Sydney City,Randwick City Council,Maroubra Beach,04/02/2017,09:45:00,22,-33.948896000,151.257459000
Sydney City,Randwick City Council,Coogee Beach,04/02/2017,09:30:00,22,-33.920760000,151.258170000
Sydney City,Waverley Council,Bronte Beach,04/02/2017,09:00:00,22,-33.903087000,151.268790000
Sydney City,Randwick City Council,South Maroubra Beach,04/02/2017,09:55:00,24,-33.951378000,151.257322000
Sydney City,Randwick City Council,Clovelly Beach,04/02/2017,09:10:00,23,-33.914578000,151.267659000
Sydney City,Waverley Council,Tamarama Beach,04/02/2017,08:50:00,22,-33.900805000,151.270734000
Sydney City,Randwick City Council,Little Bay Beach,04/02/2017,10:30:00,23,-33.979882000,151.251417000
Sydney City,Randwick City Council,Gordons Bay (East),04/02/2017,09:20:00,23,-33.915646000,151.264558000
Sydney City,Randwick City Council,Malabar Beach,04/02/2017,10:15:00,24,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Rockpool,04/02/2017,10:00:00,24,-33.953515000,151.258009000
Sydney City,Waverley Council,Tamarama Beach,30/01/2017,07:21:00,22,-33.900805000,151.270734000
Sydney City,Randwick City Council,Malabar Beach,30/01/2017,08:44:00,23,-33.964360000,151.252247000
Sydney City,Randwick City Council,Clovelly Beach,30/01/2017,07:43:00,22,-33.914578000,151.267659000
Sydney City,Randwick City Council,Little Bay Beach,30/01/2017,08:59:00,23,-33.979882000,151.251417000
Sydney City,Randwick City Council,South Maroubra Beach,30/01/2017,08:35:00,23,-33.951378000,151.257322000
Sydney City,Randwick City Council,South Maroubra Rockpool,30/01/2017,08:30:00,23,-33.953515000,151.258009000
Sydney City,Randwick City Council,Gordons Bay (East),30/01/2017,07:50:00,22,-33.915646000,151.264558000
Sydney City,Randwick City Council,Maroubra Beach,30/01/2017,08:15:00,22,-33.948896000,151.257459000
Sydney City,Waverley Council,Bondi Beach,30/01/2017,07:10:00,23,-33.891157000,151.278267000
Sydney City,Randwick City Council,Coogee Beach,30/01/2017,08:00:00,22,-33.920760000,151.258170000
Sydney City,Waverley Council,Bronte Beach,30/01/2017,07:32:00,22,-33.903087000,151.268790000
Sydney City,Randwick City Council,Little Bay Beach,23/01/2017,09:55:00,23,-33.979882000,151.251417000
Sydney City,Randwick City Council,South Maroubra Rockpool,23/01/2017,09:15:00,23,-33.953515000,151.258009000
Sydney City,Waverley Council,Bronte Beach,23/01/2017,08:00:00,22,-33.903087000,151.268790000
Sydney City,Randwick City Council,Coogee Beach,23/01/2017,08:35:00,22,-33.920760000,151.258170000
Sydney City,Randwick City Council,Clovelly Beach,23/01/2017,08:10:00,21,-33.914578000,151.267659000
Sydney City,Randwick City Council,Maroubra Beach,23/01/2017,08:55:00,22,-33.948896000,151.257459000
Sydney City,Randwick City Council,Malabar Beach,23/01/2017,09:40:00,22,-33.964360000,151.252247000
Sydney City,Randwick City Council,Gordons Bay (East),23/01/2017,08:20:00,21,-33.915646000,151.264558000
Sydney City,Waverley Council,Bondi Beach,23/01/2017,07:25:00,22,-33.891157000,151.278267000
Sydney City,Randwick City Council,South Maroubra Beach,23/01/2017,09:10:00,22,-33.951378000,151.257322000
Sydney City,Waverley Council,Tamarama Beach,23/01/2017,07:45:00,22,-33.900805000,151.270734000
Sydney City,Randwick City Council,South Maroubra Beach,17/01/2017,10:05:00,21,-33.951378000,151.257322000
Sydney City,Waverley Council,Bondi Beach,17/01/2017,08:40:00,20,-33.891157000,151.278267000
Sydney City,Randwick City Council,Maroubra Beach,17/01/2017,09:50:00,21,-33.948896000,151.257459000
Sydney City,Randwick City Council,South Maroubra Rockpool,17/01/2017,10:10:00,21,-33.953515000,151.258009000
Sydney City,Randwick City Council,Malabar Beach,17/01/2017,10:20:00,22,-33.964360000,151.252247000
Sydney City,Randwick City Council,Little Bay Beach,17/01/2017,10:50:00,22,-33.979882000,151.251417000
Sydney City,Randwick City Council,Clovelly Beach,17/01/2017,09:20:00,20,-33.914578000,151.267659000
Sydney City,Waverley Council,Tamarama Beach,17/01/2017,09:00:00,20,-33.900805000,151.270734000
Sydney City,Randwick City Council,Coogee Beach,17/01/2017,09:35:00,20,-33.920760000,151.258170000
Sydney City,Waverley Council,Bronte Beach,17/01/2017,09:10:00,20,-33.903087000,151.268790000
Sydney City,Randwick City Council,Gordons Bay (East),17/01/2017,09:27:00,20,-33.915646000,151.264558000
Sydney City,Randwick City Council,Maroubra Beach,11/01/2017,09:02:00,21,-33.948896000,151.257459000
Sydney City,Waverley Council,Bondi Beach,11/01/2017,07:37:00,21,-33.891157000,151.278267000
Sydney City,Waverley Council,Tamarama Beach,11/01/2017,07:55:00,21,-33.900805000,151.270734000
Sydney City,Randwick City Council,Coogee Beach,11/01/2017,08:40:00,21,-33.920760000,151.258170000
Sydney City,Randwick City Council,South Maroubra Beach,11/01/2017,09:20:00,21,-33.951378000,151.257322000
Sydney City,Waverley Council,Bronte Beach,11/01/2017,08:08:00,20,-33.903087000,151.268790000
Sydney City,Randwick City Council,South Maroubra Rockpool,11/01/2017,09:15:00,21,-33.953515000,151.258009000
Sydney City,Randwick City Council,Little Bay Beach,11/01/2017,09:50:00,22,-33.979882000,151.251417000
Sydney City,Randwick City Council,Gordons Bay (East),11/01/2017,08:26:00,21,-33.915646000,151.264558000
Sydney City,Randwick City Council,Clovelly Beach,11/01/2017,08:20:00,21,-33.914578000,151.267659000
Sydney City,Randwick City Council,Malabar Beach,11/01/2017,09:33:00,22,-33.964360000,151.252247000
Sydney City,Randwick City Council,Gordons Bay (East),05/01/2017,07:45:00,21,-33.915646000,151.264558000
Sydney City,Waverley Council,Bondi Beach,05/01/2017,07:10:00,21,-33.891157000,151.278267000
Sydney City,Waverley Council,Bronte Beach,05/01/2017,07:27:00,21,-33.903087000,151.268790000
Sydney City,Randwick City Council,Little Bay Beach,05/01/2017,08:50:00,21,-33.979882000,151.251417000
Sydney City,Randwick City Council,Coogee Beach,05/01/2017,07:56:00,21,-33.920760000,151.258170000
Sydney City,Randwick City Council,South Maroubra Rockpool,05/01/2017,08:22:00,21,-33.953515000,151.258009000
Sydney City,Randwick City Council,South Maroubra Beach,05/01/2017,08:20:00,21,-33.951378000,151.257322000
Sydney City,Randwick City Council,Clovelly Beach,05/01/2017,07:38:00,21,-33.914578000,151.267659000
Sydney City,Waverley Council,Tamarama Beach,05/01/2017,07:20:00,21,-33.900805000,151.270734000
Sydney City,Randwick City Council,Maroubra Beach,05/01/2017,08:10:00,21,-33.948896000,151.257459000
Sydney City,Randwick City Council,Malabar Beach,05/01/2017,08:39:00,21,-33.964360000,151.252247000
Sydney City,Randwick City Council,Little Bay Beach,29/12/2016,09:35:00,19,-33.979882000,151.251417000
Sydney City,Randwick City Council,Maroubra Beach,29/12/2016,08:48:00,19,-33.948896000,151.257459000
Sydney City,Waverley Council,Bondi Beach,29/12/2016,07:27:00,19,-33.891157000,151.278267000
Sydney City,Randwick City Council,Gordons Bay (East),29/12/2016,08:05:00,19,-33.915646000,151.264558000
Sydney City,Waverley Council,Tamarama Beach,29/12/2016,07:36:00,18,-33.900805000,151.270734000
Sydney City,Randwick City Council,Coogee Beach,29/12/2016,08:26:00,19,-33.920760000,151.258170000
Sydney City,Randwick City Council,Clovelly Beach,29/12/2016,08:12:00,19,-33.914578000,151.267659000
Sydney City,Randwick City Council,South Maroubra Beach,29/12/2016,09:00:00,19,-33.951378000,151.257322000
Sydney City,Randwick City Council,South Maroubra Rockpool,29/12/2016,09:05:00,19,-33.953515000,151.258009000
Sydney City,Waverley Council,Bronte Beach,29/12/2016,07:51:00,18,-33.903087000,151.268790000
Sydney City,Randwick City Council,Malabar Beach,29/12/2016,09:16:00,20,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Rockpool,22/12/2016,10:00:00,21,-33.953515000,151.258009000
Sydney City,Randwick City Council,Gordons Bay (East),22/12/2016,09:22:00,20,-33.915646000,151.264558000
Sydney City,Randwick City Council,South Maroubra Beach,22/12/2016,10:05:00,21,-33.951378000,151.257322000
Sydney City,Randwick City Council,Malabar Beach,22/12/2016,10:16:00,21,-33.964360000,151.252247000
Sydney City,Randwick City Council,Clovelly Beach,22/12/2016,09:10:00,20,-33.914578000,151.267659000
Sydney City,Randwick City Council,Maroubra Beach,22/12/2016,09:50:00,20,-33.948896000,151.257459000
Sydney City,Waverley Council,Bondi Beach,22/12/2016,08:30:00,20,-33.891157000,151.278267000
Sydney City,Randwick City Council,Coogee Beach,22/12/2016,09:30:00,20,-33.920760000,151.258170000
Sydney City,Randwick City Council,Little Bay Beach,22/12/2016,10:30:00,21,-33.979882000,151.251417000
Sydney City,Waverley Council,Bronte Beach,22/12/2016,08:57:00,20,-33.903087000,151.268790000
Sydney City,Waverley Council,Tamarama Beach,22/12/2016,08:47:00,20,-33.900805000,151.270734000
Sydney City,Randwick City Council,South Maroubra Rockpool,16/12/2016,09:10:00,20,-33.953515000,151.258009000
Sydney City,Randwick City Council,South Maroubra Beach,16/12/2016,09:05:00,20,-33.951378000,151.257322000
Sydney City,Randwick City Council,Little Bay Beach,16/12/2016,09:50:00,20,-33.979882000,151.251417000
Sydney City,Randwick City Council,Malabar Beach,16/12/2016,09:30:00,20,-33.964360000,151.252247000
Sydney City,Waverley Council,Bronte Beach,16/12/2016,08:05:00,20,-33.903087000,151.268790000
Sydney City,Randwick City Council,Coogee Beach,16/12/2016,08:40:00,20,-33.920760000,151.258170000
Sydney City,Waverley Council,Bondi Beach,16/12/2016,07:40:00,20,-33.891157000,151.278267000
Sydney City,Waverley Council,Tamarama Beach,16/12/2016,07:55:00,20,-33.900805000,151.270734000
Sydney City,Randwick City Council,Gordons Bay (East),16/12/2016,08:30:00,20,-33.915646000,151.264558000
Sydney City,Randwick City Council,Clovelly Beach,16/12/2016,08:18:00,20,-33.914578000,151.267659000
Sydney City,Randwick City Council,Maroubra Beach,16/12/2016,08:56:00,20,-33.948896000,151.257459000
Sydney City,Randwick City Council,Coogee Beach,12/12/2016,09:35:00,20,-33.920760000,151.258170000
Sydney City,Randwick City Council,Gordons Bay (East),12/12/2016,09:25:00,20,-33.915646000,151.264558000
Sydney City,Waverley Council,Tamarama Beach,12/12/2016,08:54:00,20,-33.900805000,151.270734000
Sydney City,Waverley Council,Bronte Beach,12/12/2016,09:07:00,20,-33.903087000,151.268790000
Sydney City,Waverley Council,Bondi Beach,12/12/2016,08:41:00,20,-33.891157000,151.278267000
Sydney City,Randwick City Council,Little Bay Beach,12/12/2016,10:30:00,22,-33.979882000,151.251417000
Sydney City,Randwick City Council,South Maroubra Beach,12/12/2016,10:05:00,22,-33.951378000,151.257322000
Sydney City,Randwick City Council,Malabar Beach,12/12/2016,10:20:00,23,-33.964360000,151.252247000
Sydney City,Randwick City Council,Clovelly Beach,12/12/2016,09:20:00,20,-33.914578000,151.267659000
Sydney City,Randwick City Council,South Maroubra Rockpool,12/12/2016,10:10:00,22,-33.953515000,151.258009000
Sydney City,Randwick City Council,Maroubra Beach,12/12/2016,09:50:00,21,-33.948896000,151.257459000
Sydney City,Randwick City Council,South Maroubra Rockpool,05/12/2016,09:50:00,23,-33.953515000,151.258009000
Sydney City,Randwick City Council,Malabar Beach,05/12/2016,09:00:00,23,-33.964360000,151.252247000
Sydney City,Randwick City Council,Coogee Beach,05/12/2016,10:05:00,22,-33.920760000,151.258170000
Sydney City,Waverley Council,Tamarama Beach,05/12/2016,11:05:00,22,-33.900805000,151.270734000
Sydney City,Randwick City Council,Clovelly Beach,05/12/2016,10:26:00,22,-33.914578000,151.267659000
Sydney City,Randwick City Council,South Maroubra Beach,05/12/2016,09:45:00,23,-33.951378000,151.257322000
Sydney City,Waverley Council,Bronte Beach,05/12/2016,10:55:00,22,-33.903087000,151.268790000
Sydney City,Waverley Council,Bondi Beach,05/12/2016,11:20:00,22,-33.891157000,151.278267000
Sydney City,Randwick City Council,Little Bay Beach,05/12/2016,09:15:00,22,-33.979882000,151.251417000
Sydney City,Randwick City Council,Maroubra Beach,05/12/2016,09:35:00,22,-33.948896000,151.257459000
Sydney City,Randwick City Council,Gordons Bay (East),05/12/2016,10:20:00,22,-33.915646000,151.264558000
Sydney City,Randwick City Council,Clovelly Beach,30/11/2016,09:18:00,20,-33.914578000,151.267659000
Sydney City,Randwick City Council,Little Bay Beach,30/11/2016,10:40:00,21,-33.979882000,151.251417000
Sydney City,Randwick City Council,Malabar Beach,30/11/2016,10:22:00,21,-33.964360000,151.252247000
Sydney City,Waverley Council,Tamarama Beach,30/11/2016,08:49:00,20,-33.900805000,151.270734000
Sydney City,Randwick City Council,South Maroubra Rockpool,30/11/2016,10:02:00,21,-33.953515000,151.258009000
Sydney City,Randwick City Council,Gordons Bay (East),30/11/2016,09:26:00,21,-33.915646000,151.264558000
Sydney City,Waverley Council,Bondi Beach,30/11/2016,08:33:00,21,-33.891157000,151.278267000
Sydney City,Randwick City Council,Coogee Beach,30/11/2016,09:36:00,21,-33.920760000,151.258170000
Sydney City,Randwick City Council,Maroubra Beach,30/11/2016,09:50:00,21,-33.948896000,151.257459000
Sydney City,Randwick City Council,South Maroubra Beach,30/11/2016,10:06:00,21,-33.951378000,151.257322000
Sydney City,Waverley Council,Bronte Beach,30/11/2016,09:02:00,20,-33.903087000,151.268790000
Sydney City,Randwick City Council,South Maroubra Beach,23/11/2016,09:31:00,22,-33.951378000,151.257322000
Sydney City,Waverley Council,Bondi Beach,23/11/2016,11:10:00,20,-33.891157000,151.278267000
Sydney City,Randwick City Council,South Maroubra Rockpool,23/11/2016,09:37:00,21,-33.953515000,151.258009000
Sydney City,Waverley Council,Tamarama Beach,23/11/2016,10:46:00,20,-33.900805000,151.270734000
Sydney City,Waverley Council,Bronte Beach,23/11/2016,10:34:00,20,-33.903087000,151.268790000
Sydney City,Randwick City Council,Maroubra Beach,23/11/2016,09:12:00,21,-33.948896000,151.257459000
Sydney City,Randwick City Council,Clovelly Beach,23/11/2016,10:10:00,21,-33.914578000,151.267659000
Sydney City,Randwick City Council,Little Bay Beach,23/11/2016,08:52:00,20,-33.979882000,151.251417000
Sydney City,Randwick City Council,Malabar Beach,23/11/2016,08:33:00,21,-33.964360000,151.252247000
Sydney City,Randwick City Council,Coogee Beach,23/11/2016,09:54:00,20,-33.920760000,151.258170000
Sydney City,Randwick City Council,Gordons Bay (East),23/11/2016,10:20:00,21,-33.915646000,151.264558000
Sydney City,Randwick City Council,South Maroubra Rockpool,17/11/2016,10:20:00,21,-33.953515000,151.258009000
Sydney City,Randwick City Council,Gordons Bay (East),17/11/2016,09:39:00,20,-33.915646000,151.264558000
Sydney City,Randwick City Council,Little Bay Beach,17/11/2016,11:00:00,21,-33.979882000,151.251417000
Sydney City,Randwick City Council,South Maroubra Beach,17/11/2016,10:23:00,21,-33.951378000,151.257322000
Sydney City,Randwick City Council,Malabar Beach,17/11/2016,10:36:00,21,-33.964360000,151.252247000
Sydney City,Randwick City Council,Clovelly Beach,17/11/2016,09:25:00,20,-33.914578000,151.267659000
Sydney City,Randwick City Council,Maroubra Beach,17/11/2016,10:08:00,21,-33.948896000,151.257459000
Sydney City,Waverley Council,Tamarama Beach,17/11/2016,08:50:00,20,-33.900805000,151.270734000
Sydney City,Waverley Council,Bronte Beach,17/11/2016,09:13:00,20,-33.903087000,151.268790000
Sydney City,Waverley Council,Bondi Beach,17/11/2016,08:35:00,19,-33.891157000,151.278267000
Sydney City,Randwick City Council,Coogee Beach,17/11/2016,09:49:00,21,-33.920760000,151.258170000
Sydney City,Waverley Council,Bondi Beach,10/11/2016,07:59:00,20,-33.891157000,151.278267000
Sydney City,Randwick City Council,Malabar Beach,10/11/2016,09:51:00,20,-33.964360000,151.252247000
Sydney City,Randwick City Council,Gordons Bay (East),10/11/2016,08:50:00,20,-33.915646000,151.264558000
Sydney City,Randwick City Council,Little Bay Beach,10/11/2016,09:59:00,21,-33.979882000,151.251417000
Sydney City,Randwick City Council,South Maroubra Beach,10/11/2016,09:34:00,20,-33.951378000,151.257322000
Sydney City,Randwick City Council,South Maroubra Rockpool,10/11/2016,09:30:00,21,-33.953515000,151.258009000
Sydney City,Waverley Council,Tamarama Beach,10/11/2016,08:14:00,19,-33.900805000,151.270734000
Sydney City,Randwick City Council,Coogee Beach,10/11/2016,09:00:00,20,-33.920760000,151.258170000
Sydney City,Randwick City Council,Clovelly Beach,10/11/2016,08:39:00,20,-33.914578000,151.267659000
Sydney City,Randwick City Council,Maroubra Beach,10/11/2016,09:07:00,20,-33.948896000,151.257459000
Sydney City,Waverley Council,Bronte Beach,10/11/2016,08:24:00,20,-33.903087000,151.268790000
Sydney City,Randwick City Council,Gordons Bay (East),05/11/2016,08:55:00,19,-33.915646000,151.264558000
Sydney City,Randwick City Council,Maroubra Beach,05/11/2016,09:25:00,20,-33.948896000,151.257459000
Sydney City,Waverley Council,Bondi Beach,05/11/2016,08:30:00,20,-33.891157000,151.278267000
Sydney City,Randwick City Council,South Maroubra Rockpool,05/11/2016,09:35:00,20,-33.953515000,151.258009000
Sydney City,Randwick City Council,Clovelly Beach,05/11/2016,08:50:00,19,-33.914578000,151.267659000
Sydney City,Waverley Council,Bronte Beach,05/11/2016,08:40:00,20,-33.903087000,151.268790000
Sydney City,Randwick City Council,South Maroubra Beach,05/11/2016,09:30:00,18,-33.951378000,151.257322000
Sydney City,Randwick City Council,Coogee Beach,05/11/2016,09:05:00,19,-33.920760000,151.258170000
Sydney City,Randwick City Council,Little Bay Beach,05/11/2016,10:00:00,19,-33.979882000,151.251417000
Sydney City,Randwick City Council,Malabar Beach,05/11/2016,09:51:00,20,-33.964360000,151.252247000
Sydney City,Randwick City Council,Coogee Beach,31/10/2016,09:29:00,18,-33.920760000,151.258170000
Sydney City,Randwick City Council,South Maroubra Rockpool,31/10/2016,09:50:00,18,-33.953515000,151.258009000
Sydney City,Randwick City Council,South Maroubra Beach,31/10/2016,09:55:00,18,-33.951378000,151.257322000
Sydney City,Randwick City Council,Gordons Bay (East),31/10/2016,09:20:00,18,-33.915646000,151.264558000
Sydney City,Randwick City Council,Little Bay Beach,31/10/2016,10:30:00,18,-33.979882000,151.251417000
Sydney City,Waverley Council,Bronte Beach,31/10/2016,09:05:00,17,-33.903087000,151.268790000
Sydney City,Randwick City Council,Maroubra Beach,31/10/2016,09:45:00,18,-33.948896000,151.257459000
Sydney City,Waverley Council,Bondi Beach,31/10/2016,08:40:00,18,-33.891157000,151.278267000
Sydney City,Randwick City Council,Malabar Beach,31/10/2016,10:14:00,19,-33.964360000,151.252247000
Sydney City,Waverley Council,Tamarama Beach,31/10/2016,09:00:00,17,-33.900805000,151.270734000
Sydney City,Randwick City Council,Clovelly Beach,31/10/2016,09:15:00,18,-33.914578000,151.267659000
Sydney City,Randwick City Council,Clovelly Beach,25/10/2016,08:16:00,19,-33.914578000,151.267659000
Sydney City,Randwick City Council,Maroubra Beach,25/10/2016,08:54:00,19,-33.948896000,151.257459000
Sydney City,Randwick City Council,Little Bay Beach,25/10/2016,09:51:00,20,-33.979882000,151.251417000
Sydney City,Randwick City Council,Gordons Bay (East),25/10/2016,08:25:00,19,-33.915646000,151.264558000
Sydney City,Randwick City Council,Malabar Beach,25/10/2016,09:30:00,20,-33.964360000,151.252247000
Sydney City,Randwick City Council,Coogee Beach,25/10/2016,08:36:00,19,-33.920760000,151.258170000
Sydney City,Waverley Council,Bronte Beach,25/10/2016,08:03:00,19,-33.903087000,151.268790000
Sydney City,Waverley Council,Bondi Beach,25/10/2016,07:31:00,19,-33.891157000,151.278267000
Sydney City,Randwick City Council,South Maroubra Beach,25/10/2016,09:13:00,19,-33.951378000,151.257322000
Sydney City,Waverley Council,Tamarama Beach,25/10/2016,07:50:00,19,-33.900805000,151.270734000
Sydney City,Randwick City Council,South Maroubra Rockpool,25/10/2016,09:09:00,19,-33.953515000,151.258009000
Sydney City,Randwick City Council,Maroubra Beach,18/10/2016,08:25:00,17,-33.948896000,151.257459000
Sydney City,Randwick City Council,Little Bay Beach,18/10/2016,09:15:00,17,-33.979882000,151.251417000
Sydney City,Randwick City Council,Coogee Beach,18/10/2016,08:10:00,17,-33.920760000,151.258170000
Sydney City,Randwick City Council,Gordons Bay (East),18/10/2016,07:55:00,17,-33.915646000,151.264558000
Sydney City,Randwick City Council,Clovelly Beach,18/10/2016,08:00:00,17,-33.914578000,151.267659000
Sydney City,Waverley Council,Bronte Beach,18/10/2016,07:40:00,17,-33.903087000,151.268790000
Sydney City,Waverley Council,Tamarama Beach,18/10/2016,07:25:00,17,-33.900805000,151.270734000
Sydney City,Waverley Council,Bondi Beach,18/10/2016,07:10:00,17,-33.891157000,151.278267000
Sydney City,Randwick City Council,South Maroubra Beach,18/10/2016,08:35:00,17,-33.951378000,151.257322000
Sydney City,Randwick City Council,Malabar Beach,18/10/2016,08:55:00,17,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Rockpool,18/10/2016,08:40:00,17,-33.953515000,151.258009000
Sydney City,Waverley Council,Tamarama Beach,12/10/2016,07:48:00,16,-33.900805000,151.270734000
Sydney City,Randwick City Council,Coogee Beach,12/10/2016,08:38:00,16,-33.920760000,151.258170000
Sydney City,Randwick City Council,Gordons Bay (East),12/10/2016,08:21:00,16,-33.915646000,151.264558000
Sydney City,Randwick City Council,Maroubra Beach,12/10/2016,08:58:00,17,-33.948896000,151.257459000
Sydney City,Randwick City Council,Malabar Beach,12/10/2016,09:28:00,17,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Rockpool,12/10/2016,09:09:00,16,-33.953515000,151.258009000
Sydney City,Waverley Council,Bronte Beach,12/10/2016,08:01:00,16,-33.903087000,151.268790000
Sydney City,Randwick City Council,South Maroubra Beach,12/10/2016,09:12:00,17,-33.951378000,151.257322000
Sydney City,Randwick City Council,Little Bay Beach,12/10/2016,09:44:00,17,-33.979882000,151.251417000
Sydney City,Waverley Council,Bondi Beach,12/10/2016,07:28:00,16,-33.891157000,151.278267000
Sydney City,Randwick City Council,Clovelly Beach,12/10/2016,08:26:00,17,-33.914578000,151.267659000
Sydney City,Randwick City Council,Coogee Beach,30/09/2016,09:30:00,18,-33.920760000,151.258170000
Sydney City,Waverley Council,Bronte Beach,30/09/2016,09:12:00,18,-33.903087000,151.268790000
Sydney City,Randwick City Council,Clovelly Beach,30/09/2016,09:25:00,18,-33.914578000,151.267659000
Sydney City,Randwick City Council,Little Bay Beach,30/09/2016,10:40:00,17,-33.979882000,151.251417000
Sydney City,Randwick City Council,Maroubra Beach,30/09/2016,09:55:00,18,-33.948896000,151.257459000
Sydney City,Randwick City Council,Malabar Beach,30/09/2016,10:30:00,18,-33.964360000,151.252247000
Sydney City,Waverley Council,Bondi Beach,30/09/2016,08:45:00,18,-33.891157000,151.278267000
Sydney City,Randwick City Council,Gordons Bay (East),30/09/2016,09:20:00,17,-33.915646000,151.264558000
Sydney City,Randwick City Council,South Maroubra Beach,30/09/2016,10:05:00,18,-33.951378000,151.257322000
Sydney City,Waverley Council,Tamarama Beach,30/09/2016,09:00:00,17,-33.900805000,151.270734000
Sydney City,Randwick City Council,South Maroubra Rockpool,30/09/2016,10:10:00,18,-33.953515000,151.258009000
Sydney City,Waverley Council,Tamarama Beach,26/09/2016,09:05:00,18,-33.900805000,151.270734000
Sydney City,Randwick City Council,Maroubra Beach,26/09/2016,10:15:00,18,-33.948896000,151.257459000
Sydney City,Randwick City Council,Malabar Beach,26/09/2016,10:50:00,19,-33.964360000,151.252247000
Sydney City,Randwick City Council,Little Bay Beach,26/09/2016,11:10:00,19,-33.979882000,151.251417000
Sydney City,Waverley Council,Bondi Beach,26/09/2016,08:55:00,18,-33.891157000,151.278267000
Sydney City,Randwick City Council,Clovelly Beach,26/09/2016,09:30:00,18,-33.914578000,151.267659000
Sydney City,Waverley Council,Bronte Beach,26/09/2016,09:20:00,19,-33.903087000,151.268790000
Sydney City,Randwick City Council,Coogee Beach,26/09/2016,10:00:00,18,-33.920760000,151.258170000
Sydney City,Randwick City Council,South Maroubra Rockpool,26/09/2016,10:30:00,19,-33.953515000,151.258009000
Sydney City,Randwick City Council,Gordons Bay (East),26/09/2016,09:40:00,18,-33.915646000,151.264558000
Sydney City,Randwick City Council,South Maroubra Beach,26/09/2016,10:25:00,18,-33.951378000,151.257322000
Sydney City,Randwick City Council,Malabar Beach,20/09/2016,09:55:00,18,-33.964360000,151.252247000
Sydney City,Waverley Council,Bronte Beach,20/09/2016,08:18:00,17,-33.903087000,151.268790000
Sydney City,Randwick City Council,Clovelly Beach,20/09/2016,08:36:00,17,-33.914578000,151.267659000
Sydney City,Randwick City Council,Little Bay Beach,20/09/2016,10:10:00,18,-33.979882000,151.251417000
Sydney City,Randwick City Council,South Maroubra Rockpool,20/09/2016,09:40:00,17,-33.953515000,151.258009000
Sydney City,Waverley Council,Bondi Beach,20/09/2016,07:50:00,17,-33.891157000,151.278267000
Sydney City,Randwick City Council,Coogee Beach,20/09/2016,08:50:00,17,-33.920760000,151.258170000
Sydney City,Randwick City Council,Maroubra Beach,20/09/2016,09:10:00,17,-33.948896000,151.257459000
Sydney City,Waverley Council,Tamarama Beach,20/09/2016,08:00:00,16,-33.900805000,151.270734000
Sydney City,Randwick City Council,South Maroubra Beach,20/09/2016,09:30:00,17,-33.951378000,151.257322000
Sydney City,Randwick City Council,Gordons Bay (East),20/09/2016,08:42:00,16,-33.915646000,151.264558000
Sydney City,Waverley Council,Bronte Beach,14/09/2016,10:49:00,17,-33.903087000,151.268790000
Sydney City,Randwick City Council,South Maroubra Beach,14/09/2016,09:36:00,17,-33.951378000,151.257322000
Sydney City,Randwick City Council,Clovelly Beach,14/09/2016,10:29:00,18,-33.914578000,151.267659000
Sydney City,Randwick City Council,Coogee Beach,14/09/2016,10:15:00,18,-33.920760000,151.258170000
Sydney City,Randwick City Council,Gordons Bay (East),14/09/2016,10:36:00,17,-33.915646000,151.264558000
Sydney City,Randwick City Council,Little Bay Beach,14/09/2016,09:18:00,17,-33.979882000,151.251417000
Sydney City,Randwick City Council,South Maroubra Rockpool,14/09/2016,09:41:00,17,-33.953515000,151.258009000
Sydney City,Randwick City Council,Malabar Beach,14/09/2016,09:00:00,17,-33.964360000,151.252247000
Sydney City,Waverley Council,Bondi Beach,14/09/2016,11:23:00,18,-33.891157000,151.278267000
Sydney City,Waverley Council,Tamarama Beach,14/09/2016,11:05:00,18,-33.900805000,151.270734000
Sydney City,Randwick City Council,Maroubra Beach,14/09/2016,10:00:00,17,-33.948896000,151.257459000
Sydney City,Randwick City Council,South Maroubra Rockpool,07/09/2016,11:00:00,19,-33.953515000,151.258009000
Sydney City,Waverley Council,Bronte Beach,07/09/2016,09:33:00,17,-33.903087000,151.268790000
Sydney City,Waverley Council,Bondi Beach,07/09/2016,09:05:00,17,-33.891157000,151.278267000
Sydney City,Randwick City Council,Gordons Bay (East),07/09/2016,09:50:00,17,-33.915646000,151.264558000
Sydney City,Randwick City Council,South Maroubra Beach,07/09/2016,10:50:00,19,-33.951378000,151.257322000
Sydney City,Waverley Council,Tamarama Beach,07/09/2016,09:18:00,17,-33.900805000,151.270734000
Sydney City,Randwick City Council,Coogee Beach,07/09/2016,10:05:00,18,-33.920760000,151.258170000
