Region,Council,Swim site,Date,Time,Water temperature (°C),Latitude,Longitude
Sydney City,Randwick City Council,Gordons Bay (East),05/12/2022,07:25:00,19,-33.915646000,151.264558000
Sydney City,Randwick City Council,Malabar Beach,05/12/2022,08:05:00,19,-33.964360000,151.252247000
Sydney City,Waverley Council,Bronte Beach,05/12/2022,07:10:00,19,-33.903087000,151.268790000
Sydney City,Randwick City Council,Maroubra Beach,05/12/2022,07:45:00,19,-33.948896000,151.257459000
Sydney City,Waverley Council,Bronte Beach,30/11/2022,08:28:00,19,-33.903087000,151.268790000
Sydney City,Waverley Council,Tamarama Beach,30/11/2022,08:11:00,21,-33.900805000,151.270734000
Sydney City,Randwick City Council,Malabar Beach,30/11/2022,10:05:00,20,-33.964360000,151.252247000
Sydney City,Randwick City Council,Clovelly Beach,30/11/2022,08:57:00,20,-33.914578000,151.267659000
Sydney City,Randwick City Council,Maroubra Beach,30/11/2022,09:36:00,20,-33.948896000,151.257459000
Sydney City,Randwick City Council,Little Bay Beach,30/11/2022,10:22:00,20,-33.979882000,151.251417000
Sydney City,Randwick City Council,South Maroubra Rockpool,30/11/2022,09:45:00,20,-33.953515000,151.258009000
Sydney City,Randwick City Council,South Maroubra Beach,30/11/2022,09:51:00,20,-33.951378000,151.257322000
Sydney City,Waverley Council,Bondi Beach,30/11/2022,07:52:00,19,-33.891157000,151.278267000
Sydney City,Randwick City Council,Gordons Bay (East),30/11/2022,09:04:00,20,-33.915646000,151.264558000
Sydney City,Randwick City Council,Coogee Beach,30/11/2022,09:15:00,19,-33.920760000,151.258170000
Sydney City,Randwick City Council,Maroubra Beach,22/11/2022,07:41:00,16,-33.948896000,151.257459000
Sydney City,Randwick City Council,Malabar Beach,22/11/2022,08:03:00,16,-33.964360000,151.252247000
Sydney City,Randwick City Council,Coogee Beach,22/11/2022,07:28:00,16,-33.920760000,151.258170000
Sydney City,Randwick City Council,Little Bay Beach,22/11/2022,08:16:00,16,-33.979882000,151.251417000
Sydney City,Waverley Council,Bondi Beach,22/11/2022,06:45:00,15,-33.891157000,151.278267000
Sydney City,Randwick City Council,Clovelly Beach,22/11/2022,07:15:00,16,-33.914578000,151.267659000
Sydney City,Randwick City Council,Gordons Bay (East),22/11/2022,07:20:00,16,-33.915646000,151.264558000
Sydney City,Randwick City Council,South Maroubra Beach,22/11/2022,07:47:00,16,-33.951378000,151.257322000
Sydney City,Waverley Council,Bronte Beach,22/11/2022,07:06:00,15,-33.903087000,151.268790000
Sydney City,Randwick City Council,South Maroubra Rockpool,22/11/2022,07:48:00,16,-33.953515000,151.258009000
Sydney City,Waverley Council,Tamarama Beach,22/11/2022,06:56:00,15,-33.900805000,151.270734000
Sydney City,Randwick City Council,South Maroubra Rockpool,16/11/2022,08:37:00,17,-33.953515000,151.258009000
Sydney City,Waverley Council,Tamarama Beach,16/11/2022,09:59:00,19,-33.900805000,151.270734000
Sydney City,Waverley Council,Bondi Beach,16/11/2022,10:13:00,18,-33.891157000,151.278267000
Sydney City,Randwick City Council,Malabar Beach,16/11/2022,08:11:00,17,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Beach,16/11/2022,08:30:00,17,-33.951378000,151.257322000
Sydney City,Randwick City Council,Coogee Beach,16/11/2022,09:13:00,18,-33.920760000,151.258170000
Sydney City,Randwick City Council,Clovelly Beach,16/11/2022,09:25:00,18,-33.914578000,151.267659000
Sydney City,Waverley Council,Bronte Beach,16/11/2022,09:47:00,18,-33.903087000,151.268790000
Sydney City,Randwick City Council,Little Bay Beach,16/11/2022,07:58:00,17,-33.979882000,151.251417000
Sydney City,Randwick City Council,Maroubra Beach,16/11/2022,08:49:00,17,-33.948896000,151.257459000
Sydney City,Randwick City Council,Gordons Bay (East),16/11/2022,09:32:00,18,-33.915646000,151.264558000
Sydney City,Waverley Council,Tamarama Beach,10/11/2022,10:47:00,19,-33.900805000,151.270734000
Sydney City,Randwick City Council,Coogee Beach,10/11/2022,09:54:00,19,-33.920760000,151.258170000
Sydney City,Waverley Council,Bronte Beach,10/11/2022,10:34:00,19,-33.903087000,151.268790000
Sydney City,Randwick City Council,Malabar Beach,10/11/2022,09:00:00,19,-33.964360000,151.252247000
Sydney City,Randwick City Council,Clovelly Beach,10/11/2022,10:04:00,18,-33.914578000,151.267659000
Sydney City,Randwick City Council,Little Bay Beach,10/11/2022,08:40:00,18,-33.979882000,151.251417000
Sydney City,Randwick City Council,South Maroubra Beach,10/11/2022,09:24:00,18,-33.951378000,151.257322000
Sydney City,Randwick City Council,South Maroubra Rockpool,10/11/2022,09:20:00,19,-33.953515000,151.258009000
Sydney City,Randwick City Council,Maroubra Beach,10/11/2022,09:35:00,19,-33.948896000,151.257459000
Sydney City,Waverley Council,Bondi Beach,10/11/2022,11:26:00,20,-33.891157000,151.278267000
Sydney City,Randwick City Council,South Maroubra Beach,04/11/2022,08:12:00,17,-33.951378000,151.257322000
Sydney City,Waverley Council,Tamarama Beach,04/11/2022,07:27:00,18,-33.900805000,151.270734000
Sydney City,Randwick City Council,Malabar Beach,04/11/2022,08:25:00,18,-33.964360000,151.252247000
Sydney City,Randwick City Council,Gordons Bay (East),04/11/2022,07:49:00,18,-33.915646000,151.264558000
Sydney City,Randwick City Council,Maroubra Beach,04/11/2022,08:10:00,17,-33.948896000,151.257459000
Sydney City,Randwick City Council,Clovelly Beach,04/11/2022,07:44:00,17,-33.914578000,151.267659000
Sydney City,Waverley Council,Bronte Beach,04/11/2022,07:35:00,17,-33.903087000,151.268790000
Sydney City,Waverley Council,Bondi Beach,04/11/2022,07:16:00,18,-33.891157000,151.278267000
Sydney City,Randwick City Council,Little Bay Beach,04/11/2022,08:37:00,17,-33.979882000,151.251417000
Sydney City,Randwick City Council,South Maroubra Rockpool,04/11/2022,08:14:00,17,-33.953515000,151.258009000
Sydney City,Randwick City Council,Coogee Beach,04/11/2022,07:57:00,17,-33.920760000,151.258170000
Sydney City,Randwick City Council,Little Bay Beach,01/11/2022,09:02:00,18,-33.979882000,151.251417000
Sydney City,Randwick City Council,South Maroubra Beach,01/11/2022,09:36:00,17,-33.951378000,151.257322000
Sydney City,Randwick City Council,Malabar Beach,01/11/2022,09:20:00,18,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Rockpool,01/11/2022,09:37:00,17,-33.953515000,151.258009000
Sydney City,Randwick City Council,Coogee Beach,24/10/2022,09:45:00,18,-33.920760000,151.258170000
Sydney City,Randwick City Council,Maroubra Beach,24/10/2022,09:20:00,18,-33.948896000,151.257459000
Sydney City,Randwick City Council,South Maroubra Rockpool,24/10/2022,08:33:00,18,-33.953515000,151.258009000
Sydney City,Randwick City Council,Little Bay Beach,24/10/2022,07:45:00,17,-33.979882000,151.251417000
Sydney City,Randwick City Council,Malabar Beach,24/10/2022,08:05:00,18,-33.964360000,151.252247000
Sydney City,Waverley Council,Bronte Beach,24/10/2022,10:24:00,18,-33.903087000,151.268790000
Sydney City,Randwick City Council,South Maroubra Beach,24/10/2022,08:20:00,17,-33.951378000,151.257322000
Sydney City,Randwick City Council,Clovelly Beach,24/10/2022,10:05:00,17,-33.914578000,151.267659000
Sydney City,Waverley Council,Bondi Beach,24/10/2022,11:05:00,17,-33.891157000,151.278267000
Sydney City,Waverley Council,Tamarama Beach,24/10/2022,10:36:00,18,-33.900805000,151.270734000
Sydney City,Randwick City Council,Gordons Bay (East),24/10/2022,10:16:00,18,-33.915646000,151.264558000
Sydney City,Randwick City Council,Malabar Beach,18/10/2022,08:39:00,18,-33.964360000,151.252247000
Sydney City,Randwick City Council,Maroubra Beach,18/10/2022,08:23:00,17,-33.948896000,151.257459000
Sydney City,Waverley Council,Bondi Beach,18/10/2022,07:31:00,17,-33.891157000,151.278267000
Sydney City,Randwick City Council,Clovelly Beach,18/10/2022,07:57:00,17,-33.914578000,151.267659000
Sydney City,Waverley Council,Bronte Beach,18/10/2022,07:47:00,18,-33.903087000,151.268790000
Sydney City,Randwick City Council,Coogee Beach,18/10/2022,08:11:00,18,-33.920760000,151.258170000
Sydney City,Randwick City Council,South Maroubra Beach,18/10/2022,08:27:00,17,-33.951378000,151.257322000
Sydney City,Randwick City Council,Little Bay Beach,18/10/2022,08:54:00,18,-33.979882000,151.251417000
Sydney City,Randwick City Council,South Maroubra Rockpool,18/10/2022,08:28:00,17,-33.953515000,151.258009000
Sydney City,Randwick City Council,Gordons Bay (East),18/10/2022,08:03:00,17,-33.915646000,151.264558000
Sydney City,Randwick City Council,Maroubra Beach,05/10/2022,09:23:00,17,-33.948896000,151.257459000
Sydney City,Waverley Council,Bondi Beach,05/10/2022,08:09:00,16,-33.891157000,151.278267000
Sydney City,Randwick City Council,Coogee Beach,05/10/2022,09:00:00,17,-33.920760000,151.258170000
Sydney City,Randwick City Council,South Maroubra Rockpool,05/10/2022,09:30:00,18,-33.953515000,151.258009000
Sydney City,Randwick City Council,Malabar Beach,05/10/2022,09:47:00,17,-33.964360000,151.252247000
Sydney City,Waverley Council,Bronte Beach,05/10/2022,08:26:00,17,-33.903087000,151.268790000
Sydney City,Randwick City Council,South Maroubra Beach,05/10/2022,09:36:00,17,-33.951378000,151.257322000
Sydney City,Randwick City Council,Gordons Bay (East),05/10/2022,08:50:00,17,-33.915646000,151.264558000
Sydney City,Randwick City Council,Little Bay Beach,05/10/2022,09:58:00,17,-33.979882000,151.251417000
Sydney City,Randwick City Council,Clovelly Beach,05/10/2022,08:43:00,17,-33.914578000,151.267659000
Sydney City,Randwick City Council,South Maroubra Rockpool,29/09/2022,08:44:00,17,-33.953515000,151.258009000
Sydney City,Randwick City Council,Gordons Bay (East),29/09/2022,08:02:00,18,-33.915646000,151.264558000
Sydney City,Waverley Council,Bronte Beach,29/09/2022,07:40:00,17,-33.903087000,151.268790000
Sydney City,Randwick City Council,Maroubra Beach,29/09/2022,08:32:00,17,-33.948896000,151.257459000
Sydney City,Randwick City Council,Coogee Beach,29/09/2022,08:12:00,17,-33.920760000,151.258170000
Sydney City,Randwick City Council,Malabar Beach,29/09/2022,09:00:00,17,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Beach,29/09/2022,08:48:00,17,-33.951378000,151.257322000
Sydney City,Waverley Council,Bondi Beach,29/09/2022,07:24:00,17,-33.891157000,151.278267000
Sydney City,Randwick City Council,Clovelly Beach,29/09/2022,07:57:00,17,-33.914578000,151.267659000
Sydney City,Randwick City Council,Little Bay Beach,29/09/2022,09:14:00,17,-33.979882000,151.251417000
Sydney City,Randwick City Council,Malabar Beach,23/09/2022,08:26:00,17,-33.964360000,151.252247000
Sydney City,Waverley Council,Tamarama Beach,23/09/2022,07:13:00,17,-33.900805000,151.270734000
Sydney City,Randwick City Council,South Maroubra Beach,23/09/2022,08:09:00,17,-33.951378000,151.257322000
Sydney City,Randwick City Council,South Maroubra Rockpool,23/09/2022,08:11:00,17,-33.953515000,151.258009000
Sydney City,Randwick City Council,Maroubra Beach,23/09/2022,08:00:00,17,-33.948896000,151.257459000
Sydney City,Waverley Council,Bronte Beach,23/09/2022,07:22:00,17,-33.903087000,151.268790000
Sydney City,Randwick City Council,Clovelly Beach,23/09/2022,07:31:00,16,-33.914578000,151.267659000
Sydney City,Randwick City Council,Little Bay Beach,23/09/2022,08:44:00,18,-33.979882000,151.251417000
Sydney City,Randwick City Council,Coogee Beach,23/09/2022,07:45:00,17,-33.920760000,151.258170000
Sydney City,Waverley Council,Bondi Beach,23/09/2022,07:05:00,17,-33.891157000,151.278267000
Sydney City,Randwick City Council,Gordons Bay (East),23/09/2022,07:37:00,17,-33.915646000,151.264558000
Sydney City,Randwick City Council,Malabar Beach,19/09/2022,09:10:00,17,-33.964360000,151.252247000
Sydney City,Randwick City Council,Little Bay Beach,19/09/2022,09:24:00,17,-33.979882000,151.251417000
Sydney City,Randwick City Council,South Maroubra Rockpool,19/09/2022,08:56:00,16,-33.953515000,151.258009000
Sydney City,Waverley Council,Bondi Beach,19/09/2022,07:49:00,16,-33.891157000,151.278267000
Sydney City,Randwick City Council,South Maroubra Beach,19/09/2022,08:55:00,16,-33.951378000,151.257322000
Sydney City,Randwick City Council,Maroubra Beach,19/09/2022,08:49:00,16,-33.948896000,151.257459000
Sydney City,Randwick City Council,Coogee Beach,19/09/2022,08:39:00,16,-33.920760000,151.258170000
Sydney City,Waverley Council,Tamarama Beach,19/09/2022,08:00:00,16,-33.900805000,151.270734000
Sydney City,Waverley Council,Bronte Beach,19/09/2022,08:14:00,16,-33.903087000,151.268790000
Sydney City,Randwick City Council,Gordons Bay (East),19/09/2022,08:31:00,16,-33.915646000,151.264558000
Sydney City,Randwick City Council,Clovelly Beach,19/09/2022,08:25:00,16,-33.914578000,151.267659000
Sydney City,Randwick City Council,Little Bay Beach,13/09/2022,09:32:00,16,-33.979882000,151.251417000
Sydney City,Randwick City Council,Clovelly Beach,13/09/2022,08:24:00,16,-33.914578000,151.267659000
Sydney City,Randwick City Council,South Maroubra Beach,13/09/2022,09:08:00,16,-33.951378000,151.257322000
Sydney City,Randwick City Council,Maroubra Beach,13/09/2022,08:48:00,16,-33.948896000,151.257459000
Sydney City,Randwick City Council,South Maroubra Rockpool,13/09/2022,09:08:00,16,-33.953515000,151.258009000
Sydney City,Waverley Council,Bronte Beach,13/09/2022,08:01:00,16,-33.903087000,151.268790000
Sydney City,Randwick City Council,Gordons Bay (East),13/09/2022,08:29:00,16,-33.915646000,151.264558000
Sydney City,Randwick City Council,Malabar Beach,13/09/2022,09:22:00,16,-33.964360000,151.252247000
Sydney City,Waverley Council,Bondi Beach,13/09/2022,07:43:00,16,-33.891157000,151.278267000
Sydney City,Randwick City Council,Coogee Beach,13/09/2022,08:40:00,16,-33.920760000,151.258170000
Sydney City,Waverley Council,Bronte Beach,06/09/2022,11:55:00,17,-33.903087000,151.268790000
Sydney City,Waverley Council,Bondi Beach,06/09/2022,12:07:00,18,-33.891157000,151.278267000
Sydney City,Randwick City Council,Gordons Bay (East),06/09/2022,11:41:00,17,-33.915646000,151.264558000
Sydney City,Randwick City Council,Maroubra Beach,06/09/2022,10:48:00,17,-33.948896000,151.257459000
Sydney City,Randwick City Council,South Maroubra Beach,06/09/2022,10:20:00,17,-33.951378000,151.257322000
Sydney City,Randwick City Council,Little Bay Beach,06/09/2022,09:50:00,17,-33.979882000,151.251417000
Sydney City,Randwick City Council,South Maroubra Rockpool,06/09/2022,10:23:00,16,-33.953515000,151.258009000
Sydney City,Randwick City Council,Malabar Beach,06/09/2022,10:02:00,16,-33.964360000,151.252247000
Sydney City,Randwick City Council,Coogee Beach,06/09/2022,11:34:00,17,-33.920760000,151.258170000
Sydney City,Randwick City Council,Little Bay Beach,31/08/2022,09:40:00,17,-33.979882000,151.251417000
Sydney City,Randwick City Council,Malabar Beach,25/08/2022,10:47:00,17,-33.964360000,151.252247000
Sydney City,Randwick City Council,Maroubra Beach,25/08/2022,10:05:00,17,-33.948896000,151.257459000
Sydney City,Randwick City Council,Coogee Beach,25/08/2022,09:40:00,17,-33.920760000,151.258170000
Sydney City,Waverley Council,Bronte Beach,25/08/2022,08:45:00,16,-33.903087000,151.268790000
Sydney City,Waverley Council,Bondi Beach,25/08/2022,08:31:00,16,-33.891157000,151.278267000
Sydney City,Waverley Council,Tamarama Beach,25/08/2022,08:59:00,16,-33.900805000,151.270734000
Sydney City,Randwick City Council,Clovelly Beach,25/08/2022,09:16:00,16,-33.914578000,151.267659000
Sydney City,Randwick City Council,Little Bay Beach,25/08/2022,11:09:00,17,-33.979882000,151.251417000
Sydney City,Randwick City Council,Gordons Bay (East),25/08/2022,09:20:00,17,-33.915646000,151.264558000
Sydney City,Randwick City Council,South Maroubra Beach,25/08/2022,10:30:00,17,-33.951378000,151.257322000
Sydney City,Randwick City Council,South Maroubra Rockpool,25/08/2022,10:27:00,17,-33.953515000,151.258009000
Sydney City,Randwick City Council,Malabar Beach,19/08/2022,08:08:00,16,-33.964360000,151.252247000
Sydney City,Randwick City Council,Little Bay Beach,19/08/2022,08:24:00,16,-33.979882000,151.251417000
Sydney City,Randwick City Council,South Maroubra Beach,19/08/2022,07:57:00,16,-33.951378000,151.257322000
Sydney City,Randwick City Council,Coogee Beach,19/08/2022,07:42:00,16,-33.920760000,151.258170000
Sydney City,Randwick City Council,Gordons Bay (East),19/08/2022,07:33:00,15,-33.915646000,151.264558000
Sydney City,Waverley Council,Tamarama Beach,19/08/2022,07:08:00,16,-33.900805000,151.270734000
Sydney City,Waverley Council,Bronte Beach,19/08/2022,07:18:00,16,-33.903087000,151.268790000
Sydney City,Waverley Council,Bondi Beach,19/08/2022,06:58:00,16,-33.891157000,151.278267000
Sydney City,Randwick City Council,Maroubra Beach,19/08/2022,07:53:00,16,-33.948896000,151.257459000
Sydney City,Randwick City Council,Clovelly Beach,19/08/2022,07:27:00,16,-33.914578000,151.267659000
Sydney City,Randwick City Council,South Maroubra Rockpool,19/08/2022,07:56:00,16,-33.953515000,151.258009000
Sydney City,Randwick City Council,Malabar Beach,15/08/2022,09:14:00,16,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Beach,15/08/2022,09:00:00,16,-33.951378000,151.257322000
Sydney City,Randwick City Council,South Maroubra Rockpool,15/08/2022,08:55:00,16,-33.953515000,151.258009000
Sydney City,Randwick City Council,Clovelly Beach,15/08/2022,08:19:00,16,-33.914578000,151.267659000
Sydney City,Randwick City Council,Little Bay Beach,15/08/2022,09:31:00,16,-33.979882000,151.251417000
